exhibition,edition,latest_basis,artist,title,work_year,confidence,source_url,extraction_method,raw_caption_or_context,coverage_note
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Ricardo BASBAUM,conversations & exercises [installation-area + collective conversation],,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1818,official_archive_page,"Ricardo BASBAUM / CONVERSATIONS & EXERCISES / Basbaum’s architectural construction turns space into place. Like an island, it offers its audience a possible retreat. It is a place where you are free to do nothing, but also an opportunity to listen calmly to a series of conversations the artist initiated with members of the Learning Council, or the body of around 50 people from Busan and wider Korea who participated in making the “Garden of Learning” along with artists and the","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Romuald HAZOUMÉ,"Dogon (Dogon Man), Dogone(Dogon Woman)",,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1819,official_archive_page,"Romuald HAZOUMÉ / Dogon (Dogon Man), Dogone(Dogon Woman) / WATER CARGO & PETROL CARGO / Hazoumé, an artist from Bénin (West Africa), works with the materiality and texture of objects that play a role in people’s daily lives.By touching and transforming these objects, he infuses them with spiritual and political significance.For his installation in “Garden of Learning”, Hazoumé procured two motor scooters, both the kind people in his home country build specially for the purpos","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Royce NG,Analects of Xin Lamu and In Auguration: A Hypothetical National Archive and Myth Play for an Unnamed Afro-Asian Micronation(Part One of the project ‘The Red and the Black‘ ),2008,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1820,official_archive_page,"Royce NG / Analects of Xin Lamu and In Auguration / THE RED AND THE BLACK / Ng’s work for “Garden of Learning” addresses the relationship between Asia and Africa. The relationship is a tense one, despite its absence from official discourse. This we learned no later than the 2008 coup d’état in Madagascar, for example, which was directly triggered by a government contract that would lease half of the country’s arable land to the Korean company Daewoo. It is reflected again in ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Sakarin KRUE-ON,Monument of Awakening Era,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1821,official_archive_page,"Sakarin KRUE-ON / MONUMENT OF AWAKENING ERA / In a huge, dark gallery, white antlers – a whole flock of them – emanate from a blackish liquid covering the entire floor. The artist calls his worka “monument”, but what it is meant to commemorate? The antlers are made of porcelain; they are both fragile and precious. Their image, mirrored in the blackish liquid, only adds to their immaterial, almost ghost-like appearance. This looks more like a landscape of doom, even a graveyar","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Sangchul JUN,Space 2012 – Rhythomos,2012,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1822,official_archive_page,"Sangchul JUN / SPACE – 2012 RHYTHOMOS / Jun’s free-hanging sculpture was specially conceived for the museum’s entrance hall.This artwork is as monumental as it is light and airy. With it, the artist set out to achieve two things: first, to introduce a ready-made material with a strong, sculptural texture into the exhibition, and second, to use a material that the people of Busan would not only easily recognize, but also embrace as belonging to the port city and its history of","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Sangdon KIM,Bulgwang-dong Totem,1982,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1823,official_archive_page,"Sangdon KIM / Bulgwang-dong Totem / SOLVEIG’S SONG AND WIND RISES / Kim is showing an installation that employs various contemporary media (sculpture, video, photography) for a single purpose: to revive the spirit of an older, more unruly Korea that had yet to be lulled and seduced by consumerism. With materials and metaphors that are deeply entrenched in Korean myths and fairy tales – water, white clothing and wind, for example – his formal means, including fake totems, touc","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Seung Woo BACK,Blow Up,2001,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1824,official_archive_page,"Seung Woo BACK / BLOW UP / Seung Woo Back spent a number of weeks at an artist’s residency in Pyongyang, Korea’s capital, in 2001. Many of Back’s photographic subjects take issue with the phantasmal character of everyday reality. One example is his series on theme parks, where we reencounter the Twin Towers (famously destroyed on Sept. 11, 2001) in the suburbs of an Asian mega-city. But while a photographer in the best ethnographic tradition (the one associated with the Surre","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Sheela GOWDA,Of all people,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1825,official_archive_page,"Sheela GOWDA / OF ALL PEOPLE / In her installation “Of all People”, Indian artist Sheela Gowda explores the overlap between painting and sculpture, between the functional use of everyday materials and meaning in abstraction.While the harmonious integration of painting and sculpture is a thing of the past (think Baroque churches or Buddhist temples), contemporary art has to live up to the challenge that there is no ultimate guarantee for art’s continued existence. The museum, ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,SHEN Shaomin,Bonsai untitled,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1826,official_archive_page,"SHEN Shaomin / BONSAI / The cultivation of dwarfed plants (penjing) in China is a practice that dates back to at least the Tang Dynasty (618-977). Though conceptually rooted in an attempt to recreate sacred sites in miniature, the art has evolved – both in correspondences with, and as demonstration of – dualist Taoist principles. According to these principles, nature reaches its fullest glory only when artfully tended by humans.To make the plant grow into the desired shape, i","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Shomei ToMATSU,Protest Tokyo,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1827,official_archive_page,"Shomei ToMATSU / Protest Tokyo / TOKYO STREET SCENES AND CHERRY BLOSSOMS / To-matsu, a towering figure in 20th century photography (his camera immortalized the scars and burns of Nagasaki), is showing pictures from the Tokyo Street Scenes (1969) and Cherry Blossoms (early 1980s) series.The photographs of the student riots were taken around Shinjuku Station. It is the biggest train station in Tokyo, but also – as the New York Times (Oct. 22, 1969) put it – “a gaudy center of n","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Simon WACHSMUTH,As matter stands,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1828,official_archive_page,"Simon WACHSMUTH / AS MATTER STANDS / Simon Wachsmuth’s artistic interest lies in historical periods that vanish into the past. The Neolithic Age is such a period. We don’t know much about it, and never will, except that it was a formative age even for our modern ways of inhabiting the world. It was then that people invented agriculture and social hierarchies.For “Garden of Learning”, Wachsmuth journeyed to Korea’s famous dolmen sites at Gochang, Hwasun, and Ganghwa. The massi","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Sunah CHOI,Out There,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1829,official_archive_page,"Sunah CHOI / Out There / OCEAN SKIRT AND OUT THERE / Rhythm and flow play an important part in the two works Choi chose to contribute to “Garden of Learning”. / Ocean Skirt, located on the 2nd floor above the entrance hall, is an automated, moving device. While curtains were employed as autonomous formal elements in 20th century exhibition design (at Cafe Samt & Seide [Coffee Velvet & Silk], which was jointly conceived by Lilly Reich and Ludwig Mies van der Rohe in 1927, the ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Tadasu TAKAMINE,Japan Syndrome in Yamaguchi,2011,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1830,official_archive_page,"Tadasu TAKAMINE / JAPAN SYNDROME IN YAMAGUCHI / Ever since the nuclear disaster at Fukushima following the Great East Japan Earthquake in March 2011, radiation has been an all-pervasive topic in Japan. Nevertheless, people assume different attitudes when it comes to forces beyond their control and comprehension, and this is especially true in cases of invisible, gradual danger. Fukushima could be repressed (and is therefore bound to return in unexpected ways) or repeatedly ev","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,BAYRLE Thomas,Carmageddon,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1831,official_archive_page,"BAYRLE Thomas / Carmageddon / KOREAN ROSARY / In the course of his long career, Bayrle has repeatedly played with serial surface patterns and dealt with the inner lives of machines. Deeply influenced by early travels to China and Korea, he is one of the few Western artists blessed with a genuine understanding of Asian modular production. His work testifies to an unshakeable belief in the miracle of seriality.Though generally associated with industrial production today, serial","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Tina GVEROVIC,Invisible Building,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1832,official_archive_page,"Tina GVEROVIC / INVISIBLE BUILDING / People move, things move, lines and colors hover across saturated dark surfaces. Lines are made to correspond to each other; the shape of a human figure, drawn with minimal means, mimics what could be either a mountain range or only a heap of sand. With the background forming a dark hole, the figure cannot aspire to be more than a cipher. Something and nothing are difficult to distinguish from one another. In fact, with the exception of li","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Won Hee NHO,On the road,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1833,official_archive_page,"Won Hee NHO / On the road / PAINTINGS / Wonhee Nho puts her considerable painterly skills in the service of a figurative language that has its main roots in the late 1970s. Negating the desperate elitism or aloofness that shaped the attitudes of Korea’s modernist avant-garde during the Park era and after, she crafted a kind of realism that could both articulate the political and existential concerns of the common people, including the artist herself, and match these anxieties","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Yong Ik KIM,Untitled-Despair Complete,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1834,official_archive_page,"Yong Ik KIM / Untitled-Despair Complete / CLOSER… COME CLOSER… / A central feature of Yongik Kim’s painting is an emphasis on the relationship between figure and ground. While his early work is strongly characterized by the contradictory desire to adhere to minimalist orthodoxy while undermining the integrity or self-sufficiency of the painted canvas, his subsequent and current work relies on a kind of formula. This formula is based on the figure of the “dot” and allows for a","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,PEI Yongmei,Chocolate,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1835,official_archive_page,"PEI Yongmei / CHOCOLATE / With bright, lush brush strokes and strong color, Pei renders views of the spaces and atmospheres that define contemporary urban China (clubs and shopping malls, for example). Although willfully generalizing and vague in its allusions, Pei’s drawing captures easily recognizable elements, such as chandelier-like lamps or moving escalators, for instance, as part of a composition that closely matches the painting’s architectural setting. The glitzy surf","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Kwang Mo,Space in the Glass,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1836,official_archive_page,"Kwang Mo / Space in the Glass / <Space in the Glass> fuses together a theatrical fictional device called Mise-en-Scène and a cinematic device called location to revive the real world as a fantasy called the stage and allows us to imagine traces of the not-completely-exposed essence in reality or the origin of time, through fiction. It also reminded us that reality is only ""a scrap returned from the stage,"" as Lacan pointed out. It is not a distorted fictional world that the s","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Young-Sup Kim,Delicious meal,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1837,official_archive_page,"Young-Sup Kim / Delicious meal / ‘In the concept of 'meal', it has not only general meaning of 'meal', also implies the other meaning of 'meeting', 'conversation', 'time', or 'daily life' approaching with wider significance. 'Delicious Meal' is work installing dishes and speakers made by black speaker cable on a long table. Suggesting various noises recording from computer keyboard through the some virtual dining environment can be interpreted cultural phenomenon with differe","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Yen-Sik Kim,Phase Transition-JongLee(00:04:37),,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1838,official_archive_page,"Yen-Sik Kim / Phase Transition-JongLee(00:04:37) / The body is collapsed down. Between crumbly parts, some liquid is flowing. Gushing out endless and collapsing down infinitely. Idea is keeled over. The boundaries are fading away. Solid becomes liquid and sphere becomes abstraction. Idea becomes a matter, and text is changed in the situation not to be able to read. Space becomes time, and order becomes disorder. The object is hidden as much as closer, but show up as much as f","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Hyun-Sik Kim,Beyond The Visible,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1839,official_archive_page,"Hyun-Sik Kim / Beyond The Visible / The concern of long processing work was a test which something invisible area of beyond the image, and approached to the possibility with spatial and flat work using epoxy to make available layer work. In this time, art work that I want to show is also giving questions about something beyond the image, not the only visible one. Originally, my art work was handwork from beginning to end. Now, in order to emphasis reproduction image, I duplic","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Na Hyun,Blue-shaman,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1840,official_archive_page,"Na Hyun / Blue-shaman / This product was produced with 'Na Hyun Report - About Ethnic' that is a project containing artist's talk about Multi-Cultural and Ethnical Korean for 3 years. The artist who interests in historical sedimentary layers of consisting with time and space visited Baikal Lake known as origin area of Korean race in Siberia. Then, he printed shaman images and Baikal Lake of 100 years ago on a canvas, and symbolically expressed the historical layers through th","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Byounglae Park,Zeboriskie Point,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1841,official_archive_page,"Byounglae Park / Zeboriskie Point / This is a video art that metaphorically shows up historical journals of some local community during Korean modernization processing through 'ZEBO', a virtual character, come from the universe. From ZEBO's visiting, exploring, activities in his section, and message transmit, it tries to reflect our present life from overlapped fantasy between disappeared one and remained one.","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Jin-Yong Jeong,GODOG_CROSS,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1842,official_archive_page,"Jin-Yong Jeong / GODOG_CROSS / If it is a life that could not anticipate close future, tension, fear, delight and disappoint provide ecstasy of struggle life. At the moments of wailing tears the end of confession and witnessing spark to notice symptom of demolition, time is stopped. In front of the great icon, and burning majesty of able to destroy of an end, human is solemnized. Bombers are coming over the guardian icon. When we are looking at burning sky out of ourselves, i","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Kwang-Hee Cho,A smallest stage of mine in the infinite Universe – Antarctic Mandala,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1843,official_archive_page,"Kwang-Hee Cho / A smallest stage of mine in the infinite Universe – Antarctic Mandala / Audience can see Antarctic's panorama with widely opened screen in the exhibition, and imagine the director's view of Antarctic imagery through the kaleidoscope. The animation expressed in the kaleidoscope indicates enlightenment-guide map by symbolic messages that the space where people is living and Antarctic are connecting and breathing together, and people and universal is going to be ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Ji-soc Han,"Exposure,Moment",,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1844,official_archive_page,"Ji-soc Han / Exposure,Moment / External stimuli that enter the body and mind through the senses (all the senses given to humans including inspiration) are accumulated in layers in each organ like the brain as the linguistic concepts of experience and memory. These layers illuminate my existence through some operations and present possibilities beyond my existence. I want to draw out these operations on invisible layers, thereby discovering the limits of human existence and in","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Ga-Eul Sung,What about me ?,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1845,official_archive_page,"Ga-Eul Sung / What about me ? / 1st generation, I did interview from 1 year to 9 years children. I had free meeting on the street, playground, kindergarten, studying room, painting institute, Taekwondo academy, indoor amusement park, etc. Human beings are born to have clear-eyes without any distortion. It is possible because of having no memory and experience. Children are pure, wise and creative. Children's freely behavior represents dynamics of the soul itself. Without any ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Song-Yi Kim,Have we met before ?,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1847,official_archive_page,"Song-Yi Kim / Have we met before ? / I took and filmed 20s generation group of bucket list. Because of video recording, it was not easy to have agreement, but I could record such a special moments after explaining purpose of bucket list and the special exhibition of Busan Biennale. I processed interview with question-answer style and followed five W's and one H form. The interviewees could be one of your friends, neighbors, or an acquaintance in your life because of randomly ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Gyeong-Gyu Kim,Communion,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1848,official_archive_page,"Gyeong-Gyu Kim / Communion / The generation of bumping with the world, beginning life, unfolding dream and challenging. The most passionate generation in life is 20s, and I am in 20s now. However, I did not live passionately yet, and I did not think about my bucket list seriously. Suddenly, I was curious of other people’s thought. What ideas do they have? Do they have bucket list? What kind of bucket list do they have? Therefore, I went to out to listen to their story. Wherev","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Ji-Won Kang,Continuous adolescence,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1849,official_archive_page,"Ji-Won Kang / Continuous adolescence / I made film about 30s Bucket List . I decided because 30s makes me feel close and far from my generation (20s). It seems interesting to listen to their private dream from the ironical generation around 100 people. Also, I did interview treating them as normal people whose age are 30s rather than defining 30s as a certain group. The interviews were processed question-answer style or explaining their own Bucket List way. I Interviewed acqu","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Mirine Parc,The Lucky Charm,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1850,official_archive_page,"Mirine Parc / The Lucky Charm / Expressing 30s' bucket lists as digital illustrations of image of a scene, then inserting it. After checking the images of participants, the illustrations become image of interviewees' bucket list. Also picture of the image will be sent to the participants (94 persons) with exhibition schedule and invitation card by collected e-mails. They will remind the interview days and their bucket lists when they look at the pictures. The picture will be ","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Yk-Hwan Cho,I need nothing,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1853,official_archive_page,"Yk-Hwan Cho / I need nothing / Interviewed with more than 60 elders. Unlike expectation, I met many difficulties. Some elders said, he was an uneducated person, so talked with others. Some elders just avoided the camera without a reason. Typical Korean elders who never show up their real mind to strangers. Above all, the majority of seniors did not have a dream. Finally, I should go deep into their society for the interview. Listening to lectures, singing and dancing in a sen","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Plan B,A single day of B,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1854,official_archive_page,"Plan B / A single day of B / Starting with words, 'interesting', participating artists, Plan B ( Han-Kil Ryu, Ji-Hyun Yoon, Tai-Yun Kim) construct data of about 1,000 people's interview contents and bucket lists, and organize it with conditioning value from the artists (Plan B). Data are passing some process to create images and sound and then those are reconstituting 'The Day of Mr. B'. Basically, it is a virtual story that people want to achieve dreams of each generation. E","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Bom Kim,Some village,2011,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1855,official_archive_page,"Bom Kim / Some village / People's memories are not as long-lasted as we expect. It is enough that just destroys and constructs building again. People easily forget their memory of life indwelling in there. Bom Kim's paintings began to remember the stories from the spoiling society. Like looking at painting map, the magnified, reduced, omitted, and modified images of the certain space create a new place. <Goyang>(2011) and <Some village>(2012) describe landscape, people and st","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Jee Hee Park,Landscape Photograph(The space between what you can't do and what can't you do),,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1856,official_archive_page,"Jee Hee Park / Landscape Photograph(The space between what you can't do and what can't you do) / Last few years, a growing number of high-rise buildings are designed as new town redevelopment booming. However, for the reason of internal and external economic situation, it is difficult to retain constructing fund, therefore, most towers are postponed or canceled the construction. Because of lack of fund and unstable future, high-rise buildings, the symbol of unlimited developm","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Hyemin Park,"To Busan, In Busan, From Busan",2011,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1857,official_archive_page,"Hyemin Park / To Busan, In Busan, From Busan / In my project, instead of remaining as a passive inspector, I communicate with participants and visitors directly being involved in the place itself. In the process, I intend to commune with them. Through the project <To London, In London, From London>(2011) completed while Hyemin was staying in London and one of the series <To Busan, In Busan, From Busan>(2012), it finds private historicity containing several places in Busan. Sh","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Anna Han,Blue Under Smashing April Nostalgia,2012,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1858,official_archive_page,"Anna Han / Blue Under Smashing April Nostalgia / The main idea for the project created by Anna Han is that of ‘The place’ and ‘Space’. A place gives us experiences, all different for each individual in each moment. The artist reinterprets the space of a specific place. And the viewers have their own experience through a coexisting two-dimension and three-dimension interpretation. Anna uses geometric shapes, corners, and walls divided into areas by using vinyl, printed pattern","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Ri-Hae Jeon,A scene of traces,2006,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1859,official_archive_page,"Ri-Hae Jeon / Busan Cultural Center / My project was started from the old wall founded in Namsan-dong when I moved my studio there. After getting in a graduate school, it were fully equipped to focus on my work, but I did not exactly know what I should do. At that time, I left the studio offered by school and moved to shabby studio where some colleagues run and located in Namsan-dong Market. It was hard to adapt myself because of old environment there, however, someday, the s","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Yonji Chung,New Space,,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1860,official_archive_page,"Yonji Chung / New Space / *Between Space / Nowadays, urban modern people have a desire to escape from the secular of more complex world than past. Therefore, the desire appears in whole of life and culture to recover tradition, history and purity of nature. As a way to escape reality, people have a vague nostalgia about the past. Relying on this nostalgia, I try to find the lost, unfulfilled desires from reality. Through these rituals, however, I do not want to recover the pa","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,Gauthier Sibillat,"From here to there, Pictures from outside",2012,high,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1861,official_archive_page,"Gauthier Sibillat / From here to there, Pictures from outside / Gauthier Sibillat was invited to the Busan Biennale 2012 to take pictures of the city between the 2nd and the 14th of August. I didn’t know much about Busan, and it was the first time I’d visited Korea. The problematic nature of the urban landscape is the main concern of my photography, so he was really curious to work here. As the time he had to shoot in Busan was fairly short compared to the size of the “playgr","Busan Biennale official archive (Main Exhibition), 2012 edition; page title = artwork, winfo = artist+bio."
